#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.10.1', start_date='2021-02-15T10:59:53', checksum=3572789844, kind='mean', investigation_time=50.0, imt='AvgSA'"
lon,lat,depth,poe-0.0050000,poe-0.0056973,poe-0.0064918,poe-0.0073971,poe-0.0084286,poe-0.0096041,poe-0.0109434,poe-0.0124695,poe-0.0142084,poe-0.0161898,poe-0.0184476,poe-0.0210202,poe-0.0239515,poe-0.0272917,poe-0.0310976,poe-0.0354343,poe-0.0403758,poe-0.0460064,poe-0.0524222,poe-0.0597327,poe-0.0680627,poe-0.0775544,poe-0.0883697,poe-0.1006932,poe-0.1147353,poe-0.1307357,poe-0.1489673,poe-0.1697415,poe-0.1934127,poe-0.2203850,poe-0.2511186,poe-0.2861382,poe-0.3260415,poe-0.3715094,poe-0.4233181,poe-0.4823516,poe-0.5496177,poe-0.6262643,poe-0.7135997,poe-0.8131143,poe-0.9265067,poe-1.0557122,poe-1.2029360,poe-1.3706907,poe-1.5618396,poe-1.7796451,poe-2.0278245,poe-2.3106136,poe-2.6328389,poe-3.0000000
12.38900,43.11100,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,9.999998E-01,9.999982E-01,9.999856E-01,9.999131E-01,9.995883E-01,9.984370E-01,9.951285E-01,9.872435E-01,9.713423E-01,9.436479E-01,9.012398E-01,8.432267E-01,7.711522E-01,6.887462E-01,6.010587E-01,5.131419E-01,4.293787E-01,3.529487E-01,2.855720E-01,2.279588E-01,1.798513E-01,1.404599E-01,1.087661E-01,8.355823E-02,6.372212E-02,4.823499E-02,3.620699E-02,2.692010E-02,1.979146E-02,1.434468E-02,1.022993E-02,7.151215E-03,4.883489E-03,3.253101E-03,2.100413E-03,1.313098E-03,7.895789E-04,4.533239E-04,2.485783E-04,1.263058E-04,5.904108E-05,2.421719E-05,8.579756E-06,2.402883E-06,1.927486E-07,0.000000E+00,0.000000E+00
