#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.10.1', start_date='2022-02-02T17:32:26', checksum=3582624628, kind='mean', investigation_time=50.0, imt='SA(1.0)'"
lon,lat,depth,poe-0.0050000,poe-0.0057376,poe-0.0065840,poe-0.0075552,poe-0.0086698,poe-0.0099487,poe-0.0114163,poe-0.0131004,poe-0.0150330,poe-0.0172506,poe-0.0197953,poe-0.0227155,poe-0.0260664,poe-0.0299117,poe-0.0343242,poe-0.0393876,poe-0.0451980,poe-0.0518655,poe-0.0595165,poe-0.0682963,poe-0.0783711,poe-0.0899323,poe-0.1031988,poe-0.1184225,poe-0.1358919,poe-0.1559383,poe-0.1789419,poe-0.2053390,poe-0.2356300,poe-0.2703896,poe-0.3102768,poe-0.3560480,poe-0.4085713,poe-0.4688427,poe-0.5380052,poe-0.6173704,poe-0.7084434,poe-0.8129511,poe-0.9328756,poe-1.0704911,poe-1.2284072,poe-1.4096188,poe-1.6175622,poe-1.8561809,poe-2.1300000
12.38900,43.11000,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,9.999998E-01,9.999980E-01,9.999837E-01,9.998987E-01,9.995117E-01,9.981303E-01,9.941627E-01,9.847757E-01,9.660614E-01,9.339759E-01,8.857267E-01,8.209688E-01,7.422554E-01,6.541871E-01,5.624583E-01,4.725783E-01,3.887834E-01,3.139716E-01,2.494674E-01,1.954169E-01,1.512514E-01,1.158130E-01,8.783846E-02,6.602972E-02,4.919098E-02,3.631824E-02,2.654041E-02,1.916973E-02,1.367108E-02,9.591887E-03,6.617938E-03,4.469924E-03,2.950328E-03,1.898338E-03,1.182763E-03,7.149676E-04,4.131741E-04,2.286312E-04,1.186519E-04,5.578152E-05,2.376471E-05,9.116892E-06
