#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.10.1', start_date='2021-02-15T11:43:20', checksum=3598449318, kind='mean', investigation_time=50.0, imt='AvgSA'"
lon,lat,depth,poe-0.0100000,poe-0.0113006,poe-0.0127705,poe-0.0144314,poe-0.0163085,poe-0.0184296,poe-0.0208267,poe-0.0235355,poe-0.0265966,poe-0.0300559,poe-0.0339651,poe-0.0383827,poe-0.0433750,poe-0.0490165,poe-0.0553918,poe-0.0625963,poe-0.0707379,poe-0.0799384,poe-0.0903356,poe-0.1020850,poe-0.1153627,poe-0.1303673,poe-0.1473234,poe-0.1664850,poe-0.1881388,poe-0.2126090,poe-0.2402619,poe-0.2715115,poe-0.3068255,poe-0.3467326,poe-0.3918302,poe-0.4427935,poe-0.5003852,poe-0.5654676,poe-0.6390149,poe-0.7221282,poe-0.8160515,poe-0.9221909,poe-1.0421352,poe-1.1776801,poe-1.3308546,poe-1.5039516,poe-1.6995625,poe-1.9206154,poe-2.1704194,poe-2.4527141,poe-2.7717254,poe-3.1322287,poe-3.5396207,poe-4.0000000
12.38900,43.11100,0.00000,9.999743E-01,9.998697E-01,9.994663E-01,9.981923E-01,9.948364E-01,9.873274E-01,9.728143E-01,9.481732E-01,9.108647E-01,8.598285E-01,7.958801E-01,7.216154E-01,6.409407E-01,5.581229E-01,4.770546E-01,4.010048E-01,3.320605E-01,2.713255E-01,2.192028E-01,1.753154E-01,1.389893E-01,1.093786E-01,8.547693E-02,6.636572E-02,5.119772E-02,3.921428E-02,2.979596E-02,2.243095E-02,1.669492E-02,1.225648E-02,8.863704E-03,6.287953E-03,4.369434E-03,2.965946E-03,1.957592E-03,1.255964E-03,7.780773E-04,4.628175E-04,2.645757E-04,1.418974E-04,7.052632E-05,3.198467E-05,1.254423E-05,4.362407E-06,7.943204E-07,2.844168E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
